interpolation_factor,month,delivery_hour,is_weekend,zone,average_predicted_price,interpolation_factor,iso,time_bucket
0.62817395,7,5,False,North,0.9396787,0.66849864,ERCOT,7X16
0.6208684,7,5,False,Pan,0.9352057,0.6638843,ERCOT,7X16
0.62817395,7,5,False,South,0.9414068,0.66727155,ERCOT,7X16
0.62817395,7,5,False,West,0.93930453,0.66876495,ERCOT,7X16
0.6009415,8,5,True,Houston,0.93553686,0.64234936,ERCOT,7X16
0.6120783,8,5,True,North,0.9384865,0.65219724,ERCOT,7X16
0.6009415,8,5,True,Pan,0.93401337,0.6433971,ERCOT,7X16
0.6120783,8,5,True,South,0.94008094,0.6510911,ERCOT,7X16
0.6120783,8,5,True,West,0.93797874,0.6525503,ERCOT,7X16
0.6208684,8,5,False,Houston,0.93553686,0.6636493,ERCOT,7X16
0.62817395,8,5,False,North,0.9384865,0.6693479,ERCOT,7X16
0.6208684,8,5,False,Pan,0.93401337,0.6647318,ERCOT,7X16
0.62817395,8,5,False,South,0.94008094,0.6682126,ERCOT,7X16
0.62817395,8,5,False,West,0.93797874,0.6697102,ERCOT,7X16
0.6233599,9,5,True,Houston,0.92635155,0.6729194,ERCOT,7X16
0.63449675,9,5,True,North,0.9293012,0.68276757,ERCOT,7X16
0.6233599,9,5,True,Pan,0.92482805,0.6740279,ERCOT,7X16
0.63449675,9,5,True,South,0.9308956,0.6815982,ERCOT,7X16
0.63449675,9,5,True,West,0.92879343,0.6831409,ERCOT,7X16
0.6432868,9,5,False,Houston,0.92635155,0.6944306,ERCOT,7X16
0.6505924,9,5,False,North,0.9293012,0.7000877,ERCOT,7X16
0.6432868,9,5,False,Pan,0.92482805,0.6955745,ERCOT,7X16
0.6505924,9,5,False,South,0.9308956,0.69888866,ERCOT,7X16
0.6505924,9,5,False,West,0.92879343,0.7004705,ERCOT,7X16
0.7963119,10,5,True,Houston,0.97040004,0.8206017,ERCOT,7X16
0.7963119,10,5,True,North,0.97043544,0.8205718,ERCOT,7X16
0.7900091,10,5,True,Pan,0.9493038,0.8321984,ERCOT,7X16
0.7991398,10,5,True,South,0.9733362,0.82103163,ERCOT,7X16
0.81556016,10,5,True,West,0.9762663,0.835387,ERCOT,7X16
0.76315403,10,5,False,Houston,0.97040004,0.7864324,ERCOT,7X16
0.76315403,10,5,False,North,0.97043544,0.7864037,ERCOT,7X16
0.74715203,10,5,False,Pan,0.9493038,0.78705263,ERCOT,7X16
0.7742397,10,5,False,South,0.9733362,0.79544944,ERCOT,7X16
0.8001665,10,5,False,West,0.9762663,0.81961906,ERCOT,7X16
0.95503014,11,5,True,Houston,0.99537927,0.95946354,ERCOT,7X16
0.9740281,11,5,True,North,0.99545974,0.9784706,ERCOT,7X16
1.2168666,11,5,True,Pan,1.029411,1.1820999,ERCOT,7X16
0.94834906,11,5,True,South,0.9958511,0.9523001,ERCOT,7X16
1.1304898,11,5,True,West,1.019498,1.1088691,ERCOT,7X16
0.81019384,11,5,False,Houston,0.99537927,0.8139549,ERCOT,7X16
0.79841137,11,5,False,North,0.99545974,0.8020529,ERCOT,7X16
0.67199814,11,5,False,Pan,1.029411,0.6527987,ERCOT,7X16
0.8239537,11,5,False,South,0.9958511,0.82738644,ERCOT,7X16
0.85138875,11,5,False,West,1.019498,0.83510584,ERCOT,7X16
0.9541415,12,5,True,Houston,0.95762986,0.9963573,ERCOT,7X16
0.97313946,12,5,True,North,0.9576416,1.0161834,ERCOT,7X16
1.1002452,12,5,True,Pan,0.96451265,1.1407266,ERCOT,7X16
0.9474604,12,5,True,South,0.95909023,0.9878741,ERCOT,7X16
1.0716443,12,5,True,West,0.9774122,1.0964098,ERCOT,7X16
0.8147501,12,5,False,Houston,0.95762986,0.85079855,ERCOT,7X16
0.8020588,12,5,False,North,0.9576416,0.8375355,ERCOT,7X16
0.71511596,12,5,False,Pan,0.96451265,0.74142724,ERCOT,7X16
0.82977736,12,5,False,South,0.95909023,0.8651713,ERCOT,7X16
0.86590594,12,5,False,West,0.9774122,0.8859168,ERCOT,7X16
0.8868223,1,6,True,Houston,0.95571494,0.92791504,ERCOT,7X16
0.8868223,1,6,True,North,0.9556753,0.92795354,ERCOT,7X16
0.8920886,1,6,True,Pan,0.9542344,0.93487364,ERCOT,7X16
0.8868223,1,6,True,South,0.95571494,0.92791504,ERCOT,7X16
0.8888228,1,6,True,West,0.95498806,0.93071616,ERCOT,7X16
0.9146792,1,6,False,Houston,0.95571494,0.95706284,ERCOT,7X16
0.9146792,1,6,False,North,0.9556753,0.9571025,ERCOT,7X16
0.9218984,1,6,False,Pan,0.9542344,0.96611315,ERCOT,7X16
0.9146792,1,6,False,South,0.95571494,0.95706284,ERCOT,7X16
0.94715166,1,6,False,West,0.95498806,0.9917942,ERCOT,7X16
0.9003921,2,6,True,Houston,0.9414346,0.95640427,ERCOT,7X16
0.9003921,2,6,True,North,0.9414346,0.95640427,ERCOT,7X16
0.9056584,2,6,True,Pan,0.92091423,0.9834341,ERCOT,7X16
0.9003921,2,6,True,South,0.9414346,0.95640427,ERCOT,7X16
0.9362114,2,6,True,West,0.93489075,1.0014126,ERCOT,7X16
0.9290859,2,6,False,Houston,0.9414346,0.9868831,ERCOT,7X16
0.9290859,2,6,False,North,0.9414346,0.9868831,ERCOT,7X16
0.9363051,2,6,False,Pan,0.92091423,1.0167125,ERCOT,7X16
0.9290859,2,6,False,South,0.9414346,0.9868831,ERCOT,7X16
0.9482311,2,6,False,West,0.93489075,1.0142695,ERCOT,7X16
0.8201624,3,6,True,Houston,0.969814,0.8456904,ERCOT,7X16
0.8201624,3,6,True,North,0.9706504,0.8449617,ERCOT,7X16
0.7779244,3,6,True,Pan,0.9982429,0.7792937,ERCOT,7X16
0.8201624,3,6,True,South,0.9706504,0.8449617,ERCOT,7X16
0.9659767,3,6,True,West,0.9772634,0.9884507,ERCOT,7X16
0.8393693,3,6,False,Houston,0.969814,0.86549515,ERCOT,7X16
0.8393693,3,6,False,North,0.9706504,0.8647494,ERCOT,7X16
0.7954005,3,6,False,Pan,0.9982429,0.79680055,ERCOT,7X16
0.8393693,3,6,False,South,0.9706504,0.8647494,ERCOT,7X16
0.94615316,3,6,False,West,0.9772634,0.968166,ERCOT,7X16
0.7976569,4,6,True,Houston,0.9742145,0.8187693,ERCOT,7X16
0.7983552,4,6,True,North,0.97560173,0.8183208,ERCOT,7X16
0.75870174,4,6,True,Pan,0.96982884,0.78230476,ERCOT,7X16
0.7983552,4,6,True,South,0.97560173,0.8183208,ERCOT,7X16
0.92843324,4,6,True,West,0.99613786,0.9320329,ERCOT,7X16
0.82917047,4,6,False,Houston,0.9742145,0.85111696,ERCOT,7X16
0.8298688,4,6,False,North,0.97560173,0.85062253,ERCOT,7X16
0.78848445,4,6,False,Pan,0.96982884,0.81301403,ERCOT,7X16
0.8298688,4,6,False,South,0.97560173,0.85062253,ERCOT,7X16
0.93821836,4,6,False,West,0.99613786,0.9418559,ERCOT,7X16
0.6188188,5,6,True,Houston,0.91842383,0.6737835,ERCOT,7X16
0.63410544,5,6,True,North,0.9259486,0.6848171,ERCOT,7X16
0.6188188,5,6,True,Pan,0.91974765,0.6728137,ERCOT,7X16
0.63410544,5,6,True,South,0.9259486,0.6848171,ERCOT,7X16
0.63410544,5,6,True,West,0.9280842,0.6832413,ERCOT,7X16
0.6956956,5,6,False,Houston,0.91842383,0.7574886,ERCOT,7X16
0.70715094,5,6,False,North,0.9259486,0.7637043,ERCOT,7X16
0.6956956,5,6,False,Pan,0.91974765,0.7563983,ERCOT,7X16
0.70715094,5,6,False,South,0.9259486,0.7637043,ERCOT,7X16
0.70715094,5,6,False,West,0.9280842,0.761947,ERCOT,7X16
0.609128,6,6,True,Houston,0.9331908,0.6527368,ERCOT,7X16
0.6222811,6,6,True,North,0.9387619,0.6628742,ERCOT,7X16
0.609128,6,6,True,Pan,0.9341752,0.652049,ERCOT,7X16
0.6222811,6,6,True,South,0.9388954,0.66278,ERCOT,7X16
0.6222811,6,6,True,West,0.93868357,0.66292953,ERCOT,7X16
0.6668816,6,6,False,Houston,0.9331908,0.7146251,ERCOT,7X16
0.6762034,6,6,False,North,0.9387619,0.7203141,ERCOT,7X16
0.6668816,6,6,False,Pan,0.9341752,0.71387213,ERCOT,7X16
0.6762034,6,6,False,South,0.9388954,0.7202117,ERCOT,7X16
0.6762034,6,6,False,West,0.93868357,0.7203742,ERCOT,7X16
0.6010475,7,6,True,Houston,0.9367292,0.6416449,ERCOT,7X16
0.60826254,7,6,True,North,0.9396787,0.64730906,ERCOT,7X16
0.6010475,7,6,True,Pan,0.9352057,0.6426902,ERCOT,7X16
0.60826254,7,6,True,South,0.9414068,0.64612085,ERCOT,7X16
0.60826254,7,6,True,West,0.93930453,0.6475669,ERCOT,7X16
0.63363564,7,6,False,Houston,0.9367292,0.67643416,ERCOT,7X16
0.6370194,7,6,False,North,0.9396787,0.6779119,ERCOT,7X16
0.63363564,7,6,False,Pan,0.9352057,0.67753613,ERCOT,7X16
0.6370194,7,6,False,South,0.9414068,0.6766675,ERCOT,7X16
0.6370194,7,6,False,West,0.93930453,0.67818195,ERCOT,7X16
0.6010475,8,6,True,Houston,0.93553686,0.6424627,ERCOT,7X16
0.60826254,8,6,True,North,0.9384865,0.6481314,ERCOT,7X16
0.6010475,8,6,True,Pan,0.93401337,0.64351064,ERCOT,7X16
0.60826254,8,6,True,South,0.94008094,0.6470321,ERCOT,7X16
0.60826254,8,6,True,West,0.93797874,0.6484822,ERCOT,7X16
0.63363564,8,6,False,Houston,0.93553686,0.6772963,ERCOT,7X16
0.6370194,8,6,False,North,0.9384865,0.6787731,ERCOT,7X16
0.63363564,8,6,False,Pan,0.93401337,0.67840105,ERCOT,7X16
0.6370194,8,6,False,South,0.94008094,0.67762184,ERCOT,7X16
0.6370194,8,6,False,West,0.93797874,0.67914057,ERCOT,7X16
0.6234659,9,6,True,Houston,0.92635155,0.6730338,ERCOT,7X16
0.6306809,9,6,True,North,0.9293012,0.67866147,ERCOT,7X16
0.6234659,9,6,True,Pan,0.92482805,0.6741425,ERCOT,7X16
0.6306809,9,6,True,South,0.9308956,0.67749906,ERCOT,7X16
0.6306809,9,6,True,West,0.92879343,0.6790325,ERCOT,7X16
0.6560541,9,6,False,Houston,0.92635155,0.70821285,ERCOT,7X16
0.65943784,9,6,False,North,0.9293012,0.7096061,ERCOT,7X16
0.6560541,9,6,False,Pan,0.92482805,0.7093795,ERCOT,7X16
0.65943784,9,6,False,South,0.9308956,0.7083907,ERCOT,7X16
0.65943784,9,6,False,West,0.92879343,0.7099941,ERCOT,7X16
0.8170177,10,6,True,Houston,0.97040004,0.84193903,ERCOT,7X16
0.8170177,10,6,True,North,0.97043544,0.84190834,ERCOT,7X16
0.81071484,10,6,True,Pan,0.9493038,0.85400987,ERCOT,7X16
0.8185477,10,6,True,South,0.9733362,0.8409712,ERCOT,7X16
0.84800375,10,6,True,West,0.9762663,0.86861926,ERCOT,7X16
0.82957196,10,6,False,Houston,0.97040004,0.8548763,ERCOT,7X16
0.82957196,10,6,False,North,0.97043544,0.8548451,ERCOT,7X16
0.8232691,10,6,False,Pan,0.9493038,0.86723465,ERCOT,7X16
0.8393598,10,6,False,South,0.9733362,0.86235344,ERCOT,7X16
0.8751775,10,6,False,West,0.9762663,0.8964536,ERCOT,7X16
1.0200181,11,6,True,Houston,0.99537927,1.0247532,ERCOT,7X16
1.036674,11,6,True,North,0.99545974,1.0414022,ERCOT,7X16
1.2428509,11,6,True,Pan,1.029411,1.2073418,ERCOT,7X16
1.0110652,11,6,True,South,0.9958511,1.0152775,ERCOT,7X16
1.1304983,11,6,True,West,1.019498,1.1088774,ERCOT,7X16
0.94339997,11,6,False,Houston,0.99537927,0.9477794,ERCOT,7X16
0.9461168,11,6,False,North,0.99545974,0.950432,ERCOT,7X16
0.9343513,11,6,False,Pan,1.029411,0.9076563,ERCOT,7X16
0.9343513,11,6,False,South,0.9958511,0.938244,ERCOT,7X16
0.98074794,11,6,False,West,1.019498,0.9619911,ERCOT,7X16
1.0208424,12,6,True,Houston,0.95762986,1.0660094,ERCOT,7X16
1.0374984,12,6,True,North,0.9576416,1.0833889,ERCOT,7X16
1.1638268,12,6,True,Pan,0.96451265,1.2066475,ERCOT,7X16
1.0118896,12,6,True,South,0.95909023,1.0550514,ERCOT,7X16
1.1062865,12,6,True,West,0.9774122,1.1318525,ERCOT,7X16
1.178247,12,6,False,Houston,0.95762986,1.2303783,ERCOT,7X16
1.178247,12,6,False,North,0.9576416,1.2303631,ERCOT,7X16
1.178247,12,6,False,Pan,0.96451265,1.2215983,ERCOT,7X16
1.178247,12,6,False,South,0.95909023,1.2285048,ERCOT,7X16
1.2947547,12,6,False,West,0.9774122,1.3246763,ERCOT,7X16
0.96837187,1,7,True,Houston,0.95571494,1.0132434,ERCOT,7X16
0.96837187,1,7,True,North,0.9556753,1.0132854,ERCOT,7X16
0.96837187,1,7,True,Pan,0.9542344,1.0148154,ERCOT,7X16
0.96837187,1,7,True,South,0.95571494,1.0132434,ERCOT,7X16
1.0030566,1,7,True,West,0.95498806,1.0503342,ERCOT,7X16
1.4323976,1,7,False,Houston,0.95571494,1.4987707,ERCOT,7X16
1.4323976,1,7,False,North,0.9556753,1.498833,ERCOT,7X16
1.4636976,1,7,False,Pan,0.9542344,1.5338973,ERCOT,7X16
1.4323976,1,7,False,South,0.95571494,1.4987707,ERCOT,7X16
1.4636976,1,7,False,West,0.95498806,1.5326867,ERCOT,7X16
0.97988623,2,7,True,Houston,0.9414346,1.0408436,ERCOT,7X16
0.97988623,2,7,True,North,0.9414346,1.0408436,ERCOT,7X16
0.97988623,2,7,True,Pan,0.92091423,1.0640364,ERCOT,7X16
0.97988623,2,7,True,South,0.9414346,1.0408436,ERCOT,7X16
1.0145708,2,7,True,West,0.93489075,1.0852293,ERCOT,7X16
1.6771302,2,7,False,Houston,0.9414346,1.7814622,ERCOT,7X16
1.6771302,2,7,False,North,0.9414346,1.7814622,ERCOT,7X16
1.7084302,2,7,False,Pan,0.92091423,1.8551458,ERCOT,7X16
1.6771302,2,7,False,South,0.9414346,1.7814622,ERCOT,7X16
1.7084302,2,7,False,West,0.93489075,1.8274115,ERCOT,7X16
0.8559395,3,7,True,Houston,0.969814,0.8825811,ERCOT,7X16
0.8559395,3,7,True,North,0.9706504,0.8818206,ERCOT,7X16
0.8559395,3,7,True,Pan,0.9982429,0.85744613,ERCOT,7X16
0.8559395,3,7,True,South,0.9706504,0.8818206,ERCOT,7X16
0.91411924,3,7,True,West,0.9772634,0.9353868,ERCOT,7X16
1.3051949,3,7,False,Houston,0.969814,1.3458197,ERCOT,7X16
1.3051949,3,7,False,North,0.9706504,1.3446602,ERCOT,7X16
1.3364948,3,7,False,Pan,0.9982429,1.3388473,ERCOT,7X16
1.3051949,3,7,False,South,0.9706504,1.3446602,ERCOT,7X16
1.3364948,3,7,False,West,0.9772634,1.3675891,ERCOT,7X16
0.81198424,4,7,True,Houston,0.9742145,0.8334758,ERCOT,7X16
0.81198424,4,7,True,North,0.97560173,0.8322907,ERCOT,7X16
0.81198424,4,7,True,Pan,0.96982884,0.83724487,ERCOT,7X16
0.81198424,4,7,True,South,0.97560173,0.8322907,ERCOT,7X16
0.870164,4,7,True,West,0.99613786,0.8735377,ERCOT,7X16
1.0110911,4,7,False,Houston,0.9742145,1.0378526,ERCOT,7X16
1.0110911,4,7,False,North,0.97560173,1.036377,ERCOT,7X16
1.0197157,4,7,False,Pan,0.96982884,1.0514388,ERCOT,7X16
1.0110911,4,7,False,South,0.97560173,1.036377,ERCOT,7X16
1.0197157,4,7,False,West,0.99613786,1.0236692,ERCOT,7X16
0.6341078,5,7,True,Houston,0.91842383,0.6904305,ERCOT,7X16
0.6341078,5,7,True,North,0.9259486,0.6848197,ERCOT,7X16
0.6341078,5,7,True,Pan,0.91974765,0.68943673,ERCOT,7X16
0.6341078,5,7,True,South,0.9259486,0.6848197,ERCOT,7X16
0.6341078,5,7,True,West,0.9280842,0.6832439,ERCOT,7X16
0.837659,5,7,False,Houston,0.91842383,0.91206145,ERCOT,7X16
0.837659,5,7,False,North,0.9259486,0.90464956,ERCOT,7X16
0.837659,5,7,False,Pan,0.91974765,0.9107487,ERCOT,7X16
0.837659,5,7,False,South,0.9259486,0.90464956,ERCOT,7X16
0.837659,5,7,False,West,0.9280842,0.9025679,ERCOT,7X16
0.62723005,6,7,True,Houston,0.9331908,0.6721348,ERCOT,7X16
0.62723005,6,7,True,North,0.9387619,0.6681461,ERCOT,7X16
0.62723005,6,7,True,Pan,0.9341752,0.6714266,ERCOT,7X16
0.62723005,6,7,True,South,0.9388954,0.66805106,ERCOT,7X16
0.62723005,6,7,True,West,0.93868357,0.6682018,ERCOT,7X16
0.7360397,6,7,False,Houston,0.9331908,0.7887344,ERCOT,7X16
0.7360397,6,7,False,North,0.9387619,0.7840537,ERCOT,7X16
0.7360397,6,7,False,Pan,0.9341752,0.7879033,ERCOT,7X16
0.7360397,6,7,False,South,0.9388954,0.78394216,ERCOT,7X16
0.7360397,6,7,False,West,0.93868357,0.78411907,ERCOT,7X16
0.62723005,7,7,True,Houston,0.9367292,0.6695959,ERCOT,7X16
0.62723005,7,7,True,North,0.9396787,0.6674941,ERCOT,7X16
0.62723005,7,7,True,Pan,0.9352057,0.6706867,ERCOT,7X16
0.62723005,7,7,True,South,0.9414068,0.6662689,ERCOT,7X16
0.62723005,7,7,True,West,0.93930453,0.6677601,ERCOT,7X16
0.7360397,7,7,False,Houston,0.9367292,0.78575504,ERCOT,7X16
0.7360397,7,7,False,North,0.9396787,0.78328866,ERCOT,7X16
0.7360397,7,7,False,Pan,0.9352057,0.7870351,ERCOT,7X16
0.7360397,7,7,False,South,0.9414068,0.7818509,ERCOT,7X16
0.7360397,7,7,False,West,0.93930453,0.7836007,ERCOT,7X16
0.62723005,8,7,True,Houston,0.93553686,0.6704493,ERCOT,7X16
0.62723005,8,7,True,North,0.9384865,0.6683421,ERCOT,7X16
0.62723005,8,7,True,Pan,0.93401337,0.6715429,ERCOT,7X16
0.62723005,8,7,True,South,0.94008094,0.66720855,ERCOT,7X16
0.62723005,8,7,True,West,0.93797874,0.6687039,ERCOT,7X16
0.7360397,8,7,False,Houston,0.93553686,0.7867565,ERCOT,7X16
0.7360397,8,7,False,North,0.9384865,0.7842837,ERCOT,7X16
0.7360397,8,7,False,Pan,0.93401337,0.7880398,ERCOT,7X16
0.7360397,8,7,False,South,0.94008094,0.78295356,ERCOT,7X16
0.7360397,8,7,False,West,0.93797874,0.7847083,ERCOT,7X16
0.6282017,9,7,True,Houston,0.92635155,0.6781461,ERCOT,7X16
0.6282017,9,7,True,North,0.9293012,0.6759937,ERCOT,7X16
0.6282017,9,7,True,Pan,0.92482805,0.6792633,ERCOT,7X16
0.6282017,9,7,True,South,0.9308956,0.6748358,ERCOT,7X16
0.6282017,9,7,True,West,0.92879343,0.6763632,ERCOT,7X16
0.7360397,9,7,False,Houston,0.92635155,0.79455763,ERCOT,7X16
0.7360397,9,7,False,North,0.9293012,0.79203564,ERCOT,7X16
0.7360397,9,7,False,Pan,0.92482805,0.79586655,ERCOT,7X16
0.7360397,9,7,False,South,0.9308956,0.7906791,ERCOT,7X16
0.7360397,9,7,False,West,0.92879343,0.79246867,ERCOT,7X16
0.8499451,10,7,True,Houston,0.97040004,0.8758709,ERCOT,7X16
0.8499451,10,7,True,North,0.97043544,0.87583894,ERCOT,7X16
0.85781986,10,7,True,Pan,0.9493038,0.9036305,ERCOT,7X16
0.8499451,10,7,True,South,0.9733362,0.8732287,ERCOT,7X16
0.8499451,10,7,True,West,0.9762663,0.87060785,ERCOT,7X16
1.0719473,10,7,False,Houston,0.97040004,1.1046448,ERCOT,7X16
1.0719473,10,7,False,North,0.97043544,1.1046045,ERCOT,7X16
1.0719473,10,7,False,Pan,0.9493038,1.1291932,ERCOT,7X16
1.0719473,10,7,False,South,0.9733362,1.1013125,ERCOT,7X16
1.0719473,10,7,False,West,0.9762663,1.0980071,ERCOT,7X16
1.1743836,11,7,True,Houston,0.99537927,1.1798353,ERCOT,7X16
1.1743836,11,7,True,North,0.99545974,1.17974,ERCOT,7X16
1.4210522,11,7,True,Pan,1.029411,1.3804518,ERCOT,7X16
1.1743836,11,7,True,South,0.9958511,1.1792763,ERCOT,7X16
1.1743836,11,7,True,West,1.019498,1.1519234,ERCOT,7X16
1.1439184,11,7,False,Houston,0.99537927,1.1492287,ERCOT,7X16
1.1439184,11,7,False,North,0.99545974,1.1491358,ERCOT,7X16
1.1439184,11,7,False,Pan,1.029411,1.1112359,ERCOT,7X16
1.1439184,11,7,False,South,0.9958511,1.1486841,ERCOT,7X16
1.1439184,11,7,False,West,1.019498,1.1220409,ERCOT,7X16
1.175208,12,7,True,Houston,0.95762986,1.2272048,ERCOT,7X16
1.175208,12,7,True,North,0.9576416,1.2271898,ERCOT,7X16
1.405968,12,7,True,Pan,0.96451265,1.4576977,ERCOT,7X16
1.175208,12,7,True,South,0.95909023,1.2253362,ERCOT,7X16
1.175208,12,7,True,West,0.9774122,1.2023667,ERCOT,7X16
1.8361261,12,7,False,Houston,0.95762986,1.9173651,ERCOT,7X16
1.8361261,12,7,False,North,0.9576416,1.9173416,ERCOT,7X16
1.8361261,12,7,False,Pan,0.96451265,1.9036827,ERCOT,7X16
1.8361261,12,7,False,South,0.95909023,1.9144456,ERCOT,7X16
1.8361261,12,7,False,West,0.9774122,1.8785585,ERCOT,7X16
0.9726974,1,8,True,Houston,0.95571494,1.0177693,ERCOT,7X16
0.9726974,1,8,True,North,0.9556753,1.0178115,ERCOT,7X16
0.9726974,1,8,True,Pan,0.9542344,1.0193485,ERCOT,7X16
0.9726974,1,8,True,South,0.95571494,1.0177693,ERCOT,7X16
1.0030566,1,8,True,West,0.95498806,1.0503342,ERCOT,7X16
1.4323976,1,8,False,Houston,0.95571494,1.4987707,ERCOT,7X16
1.4323976,1,8,False,North,0.9556753,1.498833,ERCOT,7X16
1.4636976,1,8,False,Pan,0.9542344,1.5338973,ERCOT,7X16
1.4323976,1,8,False,South,0.95571494,1.4987707,ERCOT,7X16
1.4636976,1,8,False,West,0.95498806,1.5326867,ERCOT,7X16
0.98421174,2,8,True,Houston,0.9414346,1.0454382,ERCOT,7X16
0.98421174,2,8,True,North,0.9414346,1.0454382,ERCOT,7X16
0.98421174,2,8,True,Pan,0.92091423,1.0687333,ERCOT,7X16
0.98421174,2,8,True,South,0.9414346,1.0454382,ERCOT,7X16
1.0145708,2,8,True,West,0.93489075,1.0852293,ERCOT,7X16
1.7090838,2,8,False,Houston,0.9414346,1.8154036,ERCOT,7X16
1.7090838,2,8,False,North,0.9414346,1.8154036,ERCOT,7X16
1.7403837,2,8,False,Pan,0.92091423,1.8898435,ERCOT,7X16
1.7090838,2,8,False,South,0.9414346,1.8154036,ERCOT,7X16
1.7403837,2,8,False,West,0.93489075,1.8615905,ERCOT,7X16
0.860265,3,8,True,Houston,0.969814,0.8870413,ERCOT,7X16
0.860265,3,8,True,North,0.9706504,0.8862769,ERCOT,7X16
0.860265,3,8,True,Pan,0.9982429,0.8617792,ERCOT,7X16
0.860265,3,8,True,South,0.9706504,0.8862769,ERCOT,7X16
0.91411924,3,8,True,West,0.9772634,0.9353868,ERCOT,7X16
1.3051949,3,8,False,Houston,0.969814,1.3458197,ERCOT,7X16
1.3051949,3,8,False,North,0.9706504,1.3446602,ERCOT,7X16
1.3364948,3,8,False,Pan,0.9982429,1.3388473,ERCOT,7X16
1.3051949,3,8,False,South,0.9706504,1.3446602,ERCOT,7X16
1.3364948,3,8,False,West,0.9772634,1.3675891,ERCOT,7X16
0.81630975,4,8,True,Houston,0.9742145,0.83791584,ERCOT,7X16
0.81630975,4,8,True,North,0.97560173,0.8367244,ERCOT,7X16
0.81630975,4,8,True,Pan,0.96982884,0.84170496,ERCOT,7X16
0.81630975,4,8,True,South,0.97560173,0.8367244,ERCOT,7X16
0.870164,4,8,True,West,0.99613786,0.8735377,ERCOT,7X16
0.99386245,4,8,False,Houston,0.9742145,1.020168,ERCOT,7X16
0.99386245,4,8,False,North,0.97560173,1.0187174,ERCOT,7X16
1.002487,4,8,False,Pan,0.96982884,1.0336741,ERCOT,7X16
0.99386245,4,8,False,South,0.97560173,1.0187174,ERCOT,7X16
1.002487,4,8,False,West,0.99613786,1.0063736,ERCOT,7X16
0.6341078,5,8,True,Houston,0.91842383,0.6904305,ERCOT,7X16
0.6341078,5,8,True,North,0.9259486,0.6848197,ERCOT,7X16
0.6341078,5,8,True,Pan,0.91974765,0.68943673,ERCOT,7X16
0.6341078,5,8,True,South,0.9259486,0.6848197,ERCOT,7X16
0.6341078,5,8,True,West,0.9280842,0.6832439,ERCOT,7X16
0.82043046,5,8,False,Houston,0.91842383,0.8933027,ERCOT,7X16
0.82043046,5,8,False,North,0.9259486,0.8860432,ERCOT,7X16
0.82043046,5,8,False,Pan,0.91974765,0.8920169,ERCOT,7X16
0.82043046,5,8,False,South,0.9259486,0.8860432,ERCOT,7X16
0.82043046,5,8,False,West,0.9280842,0.88400435,ERCOT,7X16
0.62723005,6,8,True,Houston,0.9331908,0.6721348,ERCOT,7X16
0.62723005,6,8,True,North,0.9387619,0.6681461,ERCOT,7X16
0.62723005,6,8,True,Pan,0.9341752,0.6714266,ERCOT,7X16
0.62723005,6,8,True,South,0.9388954,0.66805106,ERCOT,7X16
0.62723005,6,8,True,West,0.93868357,0.6682018,ERCOT,7X16
0.7360397,6,8,False,Houston,0.9331908,0.7887344,ERCOT,7X16
0.7360397,6,8,False,North,0.9387619,0.7840537,ERCOT,7X16
0.7360397,6,8,False,Pan,0.9341752,0.7879033,ERCOT,7X16
0.7360397,6,8,False,South,0.9388954,0.78394216,ERCOT,7X16
0.7360397,6,8,False,West,0.93868357,0.78411907,ERCOT,7X16
0.62723005,7,8,True,Houston,0.9367292,0.6695959,ERCOT,7X16
0.62723005,7,8,True,North,0.9396787,0.6674941,ERCOT,7X16
0.62723005,7,8,True,Pan,0.9352057,0.6706867,ERCOT,7X16
0.62723005,7,8,True,South,0.9414068,0.6662689,ERCOT,7X16
0.62723005,7,8,True,West,0.93930453,0.6677601,ERCOT,7X16
0.7360397,7,8,False,Houston,0.9367292,0.78575504,ERCOT,7X16
0.7360397,7,8,False,North,0.9396787,0.78328866,ERCOT,7X16
0.7360397,7,8,False,Pan,0.9352057,0.7870351,ERCOT,7X16
0.7360397,7,8,False,South,0.9414068,0.7818509,ERCOT,7X16
0.7360397,7,8,False,West,0.93930453,0.7836007,ERCOT,7X16
0.62723005,8,8,True,Houston,0.93553686,0.6704493,ERCOT,7X16
0.62723005,8,8,True,North,0.9384865,0.6683421,ERCOT,7X16
0.62723005,8,8,True,Pan,0.93401337,0.6715429,ERCOT,7X16
0.62723005,8,8,True,South,0.94008094,0.66720855,ERCOT,7X16
0.62723005,8,8,True,West,0.93797874,0.6687039,ERCOT,7X16
0.7360397,8,8,False,Houston,0.93553686,0.7867565,ERCOT,7X16
0.7360397,8,8,False,North,0.9384865,0.7842837,ERCOT,7X16
0.7360397,8,8,False,Pan,0.93401337,0.7880398,ERCOT,7X16
0.7360397,8,8,False,South,0.94008094,0.78295356,ERCOT,7X16
0.7360397,8,8,False,West,0.93797874,0.7847083,ERCOT,7X16
0.6282017,9,8,True,Houston,0.92635155,0.6781461,ERCOT,7X16
0.6282017,9,8,True,North,0.9293012,0.6759937,ERCOT,7X16
0.6282017,9,8,True,Pan,0.92482805,0.6792633,ERCOT,7X16
0.6282017,9,8,True,South,0.9308956,0.6748358,ERCOT,7X16
0.6282017,9,8,True,West,0.92879343,0.6763632,ERCOT,7X16
0.7360397,9,8,False,Houston,0.92635155,0.79455763,ERCOT,7X16
